OBJECTID,NAME,WARD,LENGTH_IN_METRES,NEW_UPGRADE,TYPE,USERS,GRADE,DEG_DIFF_RATING,GEN_DESC,PARKING_ACCESS,LINKS,SPEC_CONSID,CLASS_EA,CURB_SHOULDER,FACILITY_STYLE,TRAFFIC_CONTROL
360,Glen Castle Dr,10,87.248,,Low Auto Volume Sugg,,,,,,,,,,,
361,Glen Castle Dr,10,141.358,,Low Auto Volume Sugg,,,,,,,,,,,
362,Glen Castle Dr,10,84.559,,Low Auto Volume Sugg,,,,,,,,,,,
363,Glen Castle Dr,10,84.391,,Low Auto Volume Sugg,,,,,,,,,,,
364,Regalview Dr,10,118.005,,Low Auto Volume Sugg,,,,,,,,,,,
365,President Dr,10,161.536,,Low Auto Volume Sugg,,,,,,,,,,,
366,Royce Av,10,120.297,,Low Auto Volume Sugg,,,,,,,,,,,
367,Regalview Dr,10,85.928,,Low Auto Volume Sugg,,,,,,,,,,,
368,Regalview Dr,10,234.52,,Low Auto Volume Sugg,,,,,,,,,,,
369,Regalview Dr,10,151.549,,Medium Auto Volume S,,,,,,,,,,,
370,Dunsmure Rd,4,78.464,,Low Auto Volume Sugg,,,,,,,,,,,
371,Dunsmure Rd,4,74.066,,Low Auto Volume Sugg,,,,,,,,,,,
372,Dunsmure Rd,4,74.256,,Low Auto Volume Sugg,,,,,,,,,,,
373,Dunsmure Rd,4,74.221,,Low Auto Volume Sugg,,,,,,,,,,,
374,Dunsmure Rd,4,78.501,,Low Auto Volume Sugg,,,,,,,,,,,
375,Dunsmure Rd,4,78.356,,Low Auto Volume Sugg,,,,,,,,,,,
376,Dunsmure Rd,4,92.573,,Low Auto Volume Sugg,,,,,,,,,,,
377,Dunsmure Rd,4,94.062,,Low Auto Volume Sugg,,,,,,,,,,,
378,Dunsmure Rd,4,69.736,,Low Auto Volume Sugg,,,,,,,,,,,
379,Dunsmure Rd,4,74.296,,Low Auto Volume Sugg,,,,,,,,,,,
380,Dunsmure Rd,4,74.75,,Low Auto Volume Sugg,,,,,,,,,,,
381,Dunsmure Rd,4,76.534,,Low Auto Volume Sugg,,,,,,,,,,,
382,Dunsmure Rd,4,82.75,,Low Auto Volume Sugg,,,,,,,,,,,
383,Dunsmure Rd,4,81.907,,Low Auto Volume Sugg,,,,,,,,,,,
384,Dunsmure Rd,4,85.746,,Low Auto Volume Sugg,,,,,,,,,,,
385,Dunsmure Rd,4,84.812,,Low Auto Volume Sugg,,,,,,,,,,,
386,Dunsmure Rd,4,84.933,,Low Auto Volume Sugg,,,,,,,,,,,
387,Dunsmure Rd,4,84.19,,Low Auto Volume Sugg,,,,,,,,,,,
388,Dunsmure Rd,4,86.294,,Low Auto Volume Sugg,,,,,,,,,,,
389,Brockley Dr,5,299.726,,Medium Auto Volume S,,,,,,,,,,,
390,Jones Rd,10,927.051,,Medium Auto Volume S,,,,,,,,,,,
391,Jones Rd,10,81.167,,Medium Auto Volume S,,,,,,,,,,,
392,Jones Rd,10,279.084,,Medium Auto Volume S,,,,,,,,,,,
393,Green Rd,10,217.151,,Low Auto Volume Sugg,,,,,,,,,,,
394,Valera Dr,10,106.461,,Low Auto Volume Sugg,,,,,,,,,,,
395,Macintosh Dr,10,123.803,,Low Auto Volume Sugg,,,,,,,,,,,
396,Walter Av N,4,172.846,,Signed Bike Route,,,,,,,,,,,
397,Nugent Dr,5,125.952,,Low Auto Volume Sugg,,,,,,,,,,,
398,Upper Sherman,7,98.983,,Bicycle Lane,,,,,,,,,,,
399,Upper Sherman,6,51.708,,Bicycle Lane,,,,,,,,,,,
400,Garner Rd E,12,114.104,,Paved Shoulder,,,,,,,,,,,
401,Rymal Rd W,14,10.103,,Paved Shoulder,,,,,,,,,,,
402,Highway No. 6,15,426.669,,Paved Shoulder,,,,,,,,,,,
403,Rymal Rd W,14,415.781,,Paved Shoulder,,,,,,,,,,,
404,Upper Sherman,6,51.519,,Bicycle Lane,,,,,,,,,,,
405,Upper Sherman,7,168.7,,Bicycle Lane,,,,,,,,,,,
406,Upper Sherman,7,44.436,,Bicycle Lane,,,,,,,,,,,
407,Upper Sherman,6,130.853,,Bicycle Lane,,,,,,,,,,,
408,Upper Sherman,7,187.29,,Bicycle Lane,,,,,,,,,,,
409,Upper Sherman,6,93.643,,Bicycle Lane,,,,,,,,,,,
410,Upper Sherman,6,201.777,,Bicycle Lane,,,,,,,,,,,
411,Upper Sherman,6,176.867,,Bicycle Lane,,,,,,,,,,,
412,Upper Sherman,6,179.615,,Bicycle Lane,,,,,,,,,,,
413,Upper Sherman,7,211.522,,Bicycle Lane,,,,,,,,,,,
414,Golf Links Rd,12,110.341,,Bicycle Lane,,,,,,,,,,,
415,Upper Sherman,6,284.94,,Bicycle Lane,,,,,,,,,,,
416,Upper Sherman,6,140.966,,Bicycle Lane,,,,,,,,,,,
417,Walter Av S,4,184.985,,Signed Bike Route,,,,,,,,,,,
418,Walter Av S,4,198.125,,Signed Bike Route,,,,,,,,,,,
419,Central Av,4,83.801,,Signed Bike Route,,,,,,,,,,,
420,Burke St,15,233.48,,Bicycle Lane,,,,,,,,,,,
421,Central Av,4,83.573,,Signed Bike Route,,,,,,,,,,,
422,Central Av,4,43.766,,Signed Bike Route,,,,,,,,,,,
423,Central Av,4,83.374,,Signed Bike Route,,,,,,,,,,,
424,Central Av,4,84.342,,Signed Bike Route,,,,,,,,,,,
425,Central Av,4,79.084,,Signed Bike Route,,,,,,,,,,,
426,Central Av,4,79.203,,Signed Bike Route,,,,,,,,,,,
427,Central Av,4,166.771,,Signed Bike Route,,,,,,,,,,,
428,Central Av,4,87.723,,Signed Bike Route,,,,,,,,,,,
429,Central Av,4,79.095,,Signed Bike Route,,,,,,,,,,,
430,Central Av,4,77.125,,Signed Bike Route,,,,,,,,,,,
431,Central Av,4,77.111,,Signed Bike Route,,,,,,,,,,,
432,Central Av,4,22.051,,Signed Bike Route,,,,,,,,,,,
433,Cochrane Rd,4,190.009,,Signed Bike Route,,,,,,,,,,,
434,Cochrane Rd,4,245.852,,Signed Bike Route,,,,,,,,,,,
435,Cochrane Rd,4,230.744,,Signed Bike Route,,,,,,,,,,,
436,Cochrane Rd,4,90.42,,Signed Bike Route,,,,,,,,,,,
437,Cochrane Rd,4,108.56,,Signed Bike Route,,,,,,,,,,,
438,King St W,1,307.38,,Bicycle Lane,,,,,,,,,,,
439,King St W,1,14.764,,Bicycle Lane,,,,,,,,,,,
440,Catharine St N,2,98.063,,Signed Bike Route,,,,,,,,,,,
441,Catharine St N,2,109.482,,Signed Bike Route,,,,,,,,,,,
442,Catharine St S,2,118.091,,Signed Bike Route,,,,,,,,,,,
443,Catharine St S,2,104.333,,Signed Bike Route,,,,,,,,,,,
444,Catharine St S,2,103.09,,Medium Auto Volume S,,,,,,,,,,,
445,Jerseyville Rd W,12,656.756,,Paved Shoulder,,,,,,,,,,,
446,Sanatorium Rd,14,88.182,,Bicycle Lane,,,,,,,,,,,
447,Sanatorium Rd,14,68.345,,Bicycle Lane,,,,,,,,,,,
448,Temp,1,3943.708,,Paved Mulit-Use Recr,,,,,,,Greenway,,,,
449,Omni Bv,14,82.536,,Signed Bike Route,,,,,,,,,,,
450,Lynden Rd,12,75.285,,Medium Auto Volume S,,,,,,,,,,,
451,Lynden Rd,12,2034.53,,Medium Auto Volume S,,,,,,,,,,,
452,Gage,3,136.091,,Bicycle Lane,COMM,FLAT,,,,,,,CURB,,
453,Regional Rd No. 9a,,709.217,,Low Auto Volume Sugg,,,,,,,,,,,
454,Centre Rd,15,1292.36,,Paved Shoulder,,,,,,,,,,,
455,Mountsberg Rd,15,824.935,,Low Auto Volume Sugg,,,,,,,,,,,
456,Centre Rd,15,1185.423,,Paved Shoulder,,,,,,,,,,,
457,Centre Rd,15,176.033,,Paved Shoulder,,,,,,,,,,,
458,Centre Rd,15,241.92,,Paved Shoulder,,,,,,,,,,,
459,Plains Rd W,,28.242,,Bicycle Lane,,,,,,,,,,,
460,,,591.139,,Paved Shoulder,,,,,,,,,,,
461,,,116.475,,Bicycle Lane,,,,,,,,,,,
462,,,250.306,,Bicycle Lane,,,,,,,,,,,
463,,,355.467,,Bicycle Lane,,,,,,,,,,,
464,,,215.088,,Bicycle Lane,,,,,,,,,,,
465,,,538.534,,Bicycle Lane,,,,,,,,,,,
466,,,216.718,,Bicycle Lane,,,,,,,,,,,
467,,,138.981,,Paved Shoulder,,,,,,,,,,,
468,,,120.489,,Paved Shoulder,,,,,,,,,,,
469,Baseline,,319.651,,Signed Bike Route,,,,,,,,,,,
470,,,331.802,,Signed Bike Route,,,,,,,,,,,
471,,,23.169,,Signed Bike Route,,,,,,,,,,,
472,,,470.673,,Signed Bike Route,,,,,,,,,,,
473,,,202.46,,Signed Bike Route,,,,,,,,,,,
474,,,8.114,,Signed Bike Route,,,,,,,,,,,
475,,,207.542,,Signed Bike Route,,,,,,,,,,,
476,,,203.518,,Signed Bike Route,,,,,,,,,,,
477,,,205.594,,Signed Bike Route,,,,,,,,,,,
478,,,167.875,,Signed Bike Route,,,,,,,,,,,
479,,,137.241,,Signed Bike Route,,,,,,,,,,,
480,,,234.801,,Signed Bike Route,,,,,,,,,,,
481,,,238.538,,Signed Bike Route,,,,,,,,,,,
482,,,989.003,,Signed Bike Route,,,,,,,,,,,
483,Hatt St,13,130.303,,Medium Auto Volume S,,,,,,,,,,,
484,Governors Bv,8,153.275,,Paved Mulit-Use Recr,,,,,,,,,,,
485,Hatt St,13,129.8,,Medium Auto Volume S,,,,,,,,,,,
486,Bond St S,13,43.96,,Low Auto Volume Sugg,,,,,,,,,,,
487,Bond St S,13,97.533,,Low Auto Volume Sugg,,,,,,,,,,,
488,Hatt St,13,134.766,,Low Auto Volume Sugg,,,,,,,,,,,
489,Bond St S,13,133.697,,Low Auto Volume Sugg,,,,,,,,,,,
490,,,8.879,,Paved Shoulder,,,,,,,,,,,
491,,,41.437,,Paved Shoulder,,,,,,,,,,,
492,,,269.493,,Paved Shoulder,,,,,,,,,,,
493,York Bv,1,52.273,New,Bicycle Lane,RECOMM,FLAT,,,,,Ea Completed Spring 2006 For Commuter Link. Requires Coordination With Mte And City Of Burlington.,No,CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
494,York Bv,1,465.811,New,Bicycle Lane,RECOMM,FLAT,,,,,Ea Completed Spring 2006 For Commuter Link. Requires Coordination With Mte And City Of Burlington.,No,CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
495,York Bv,1,46.376,New,Bicycle Lane,RECOMM,FLAT,,,,,Ea Completed Spring 2006 For Commuter Link. Requires Coordination With Mte And City Of Burlington.,No,CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
496,Old Highway No. 99,12,121.835,,Low Auto Volume Sugg,,,,,,,,,,,
497,West 5th St,8,160.986,,Bicycle Lane,,,,,,,,,,,
498,Old Highway No. 99,12,1105.836,,Low Auto Volume Sugg,,,,,,,,,,,
499,Old Highway No. 99,12,187.674,,Low Auto Volume Sugg,,,,,,,,,,,
500,,,607.415,,Bicycle Lane,,,,,,,,,,,
501,,,606.94,,Bicycle Lane,,,,,,,,,,,
502,,,191.882,,Bicycle Lane,,,,,,,,,,,
503,,,219.499,,Bicycle Lane,,,,,,,,,,,
504,,,47.055,,Bicycle Lane,,,,,,,,,,,
505,,,379.834,,Bicycle Lane,,,,,,,,,,,
506,,,975.903,,Bicycle Lane,,,,,,,,,,,
507,,,194.694,,Bicycle Lane,,,,,,,,,,,
508,,,259.151,,Bicycle Lane,,,,,,,,,,,
509,,,340.59,,Bicycle Lane,,,,,,,,,,,
510,,,699.51,,Bicycle Lane,,,,,,,,,,,
511,,,392.338,,Bicycle Lane,,,,,,,,,,,
512,,,979.45,,Bicycle Lane,,,,,,,,,,,
513,,,716.459,,Bicycle Lane,,,,,,,,,,,
514,,,182.725,,Bicycle Lane,,,,,,,,,,,
515,,,494.569,,Bicycle Lane,,,,,,,,,,,
516,,,956.414,,Bicycle Lane,,,,,,,,,,,
517,,,367.413,,Bicycle Lane,,,,,,,,,,,
518,,,196.554,,Bicycle Lane,,,,,,,,,,,
519,,,198.912,,Bicycle Lane,,,,,,,,,,,
520,,,325.078,,Bicycle Lane,,,,,,,,,,,
521,,,501.541,,Bicycle Lane,,,,,,,,,,,
522,,,260.02,,Bicycle Lane,,,,,,,,,,,
523,,,186.314,,Bicycle Lane,,,,,,,,,,,
524,,,190.413,,Bicycle Lane,,,,,,,,,,,
525,Dunsmure Rd,3,70.062,,Low Auto Volume Sugg,,,,,,,,,,,
526,College Cr,1,125.188,,Signed Bike Route,,,,,,,Greenway,,,,
527,Belwood Av,7,83.556,,Signed Bike Route,,,,,,,Greenway,,,,
528,Dunsmure Rd,3,82.551,,Low Auto Volume Sugg,,,,,,,,,,,
529,Dunsmure Rd,3,86.375,,Low Auto Volume Sugg,,,,,,,,,,,
530,Dunsmure Rd,3,75.369,,Low Auto Volume Sugg,,,,,,,,,,,
531,Lynbrook Dr,8,205.278,,Low Auto Volume Sugg,,,,,,,,,,,
532,Clifton Downs Rd,14,96.401,,Signed Bike Route,,,,,,,,,,,
533,Miami Dr,8,81.173,,Low Auto Volume Sugg,,,,,,,,,,,
534,Miami Dr,8,106.243,,Low Auto Volume Sugg,,,,,,,,,,,
535,Tyrone Dr,8,99.122,,Medium Auto Volume S,,,,,,,,,,,
536,Clearwater Dr,8,88.137,,Low Auto Volume Sugg,,,,,,,,,,,
537,Burrwood Dr,8,34.849,,Low Auto Volume Sugg,,,,,,,,,,,
538,Mountbatten Dr,8,45.5,,Low Auto Volume Sugg,,,,,,,,,,,
539,Lynbrook Dr,8,190.114,,Low Auto Volume Sugg,,,,,,,,,,,
540,Miami Dr,8,33.689,,Low Auto Volume Sugg,,,,,,,,,,,
541,Hadeland Av,14,106.672,,Signed Bike Route,,,,,,,,,,,
542,Hadeland Av,14,101.935,,Signed Bike Route,,,,,,,,,,,
543,Wendover Dr,14,41.268,,Signed Bike Route,,,,,,,,,,,
544,Wendover Dr,14,115.129,,Signed Bike Route,,,,,,,,,,,
545,Wendover Dr,14,81.486,,Signed Bike Route,,,,,,,,,,,
546,Wendover Dr,14,205.249,,Signed Bike Route,,,,,,,,,,,
547,Magnolia Dr,14,194.539,,Signed Bike Route,,,,,,,,,,,
548,Magnolia Dr,14,68.659,,Signed Bike Route,,,,,,,,,,,
549,Magnolia Dr,14,63.534,,Signed Bike Route,,,,,,,,,,,
550,Market,2,164.849,,Signed Bike Route,,,,,,,,,,,
551,Palmer Rd,6,97.794,,Low Auto Volume Sugg,,,,,,,,,,,
552,East 43rd St,6,178.279,,Low Auto Volume Sugg,,,,,,,,,,,
553,East 43rd St,6,172.548,,Low Auto Volume Sugg,,,,,,,,,,,
554,East 43rd St,6,173.113,,Low Auto Volume Sugg,,,,,,,,,,,
555,Palmer Rd,6,75.441,,Low Auto Volume Sugg,,,,,,,,,,,
556,Palmer Rd,6,171.019,,Low Auto Volume Sugg,,,,,,,,,,,
557,Palmer Rd,6,83.489,,Low Auto Volume Sugg,,,,,,,,,,,
558,Palmer Rd,6,83.587,,Low Auto Volume Sugg,,,,,,,,,,,
559,Palmer Rd,6,36.542,,Low Auto Volume Sugg,,,,,,,,,,,
560,Palmer Rd,6,110.801,,Medium Auto Volume S,,,,,,,,,,,
561,Macnab,2,114.028,,Signed Bike Route,,,,,,,,,,,
562,Bay St N,2,36.399,,Bicycle Lane,,,,,,,,,,,
563,Bay St N,2,39.537,,Bicycle Lane,,,,,,,Greenway,,,,
564,Macnab,2,94.598,,Signed Bike Route,,,,,,,,,,,
565,Macnab,2,103.723,,Signed Bike Route,,,,,,,,,,,
566,Bloor St,6,80.766,,Low Auto Volume Sugg,,,,,,,,,,,
567,Birchview Dr,6,80.007,,Medium Auto Volume S,,,,,,,,,,,
568,Birchview Dr,6,32.164,,Medium Auto Volume S,,,,,,,,,,,
569,Bay St N,2,54.9,,Bicycle Lane,,,,,,,Greenway,,,,
570,Bay St N,2,20.734,,Bicycle Lane,,,,,,,Greenway,,,,
571,Airport Rd W,11,294.322,,Medium Auto Volume S,,,,,,,,,,,
572,Airport Rd W,11,869.229,,Medium Auto Volume S,,,,,,,,,,,
573,,,143.524,,Paved Shoulder,,,,,,,,,,,
574,East 24th St,7,73.163,,Signed Bike Route,,,,,,,,,,,
575,,,109.787,,Paved Shoulder,,,,,,,,,,,
576,,,361.886,,Paved Shoulder,,,,,,,,,,,
577,,,52.933,,Paved Shoulder,,,,,,,,,,,
578,Inksetter Rd,12,539.666,,Medium Auto Volume S,,,,,,,,,,,
579,,,750.253,,Bicycle Lane,,,,,,,,,,,
580,,,347.745,,Bicycle Lane,,,,,,,,,,,
581,Skinner Rd,15,60.2637,,Bicycle Lane,,,,,,,,,,,
582,Temp,13,280.171,,Paved Mulit-Use Recr,,,,,,,,,,,
583,,,38.4173,,,,,,,,,,,,,
584,Strachan St,,114.6766,,Low Auto Volume Sugg,,,,,,,,,,,
585,Strachan St,,110.9697,,Low Auto Volume Sugg,,,,,,,,,,,
586,Strachan St,,114.293,,Low Auto Volume Sugg,,,,,,,,,,,
587,Strachan St,,95.742,,Low Auto Volume Sugg,,,,,,,,,,,
588,Temp,1,360.373,,Paved Mulit-Use Recr,,,,,,,Greenway,,,,
589,Centre Rd,15,245.1287,,Paved Shoulder,,,,,,,,,,,
590,Concession 4 W,13,20.905,,Low Auto Volume Sugg,,,,,,,,,,,
591,Chippewa Rd E,11,1193.02,,Medium Auto Volume S,,,,,,,,,,,
592,Chippewa Rd E,11,600.626,,Medium Auto Volume S,,,,,,,,,,,
593,Chippewa Rd E,11,1199.873,,Medium Auto Volume S,,,,,,,,,,,
594,Strachan St,,155.812,,Low Auto Volume Sugg,,,,,,,,,,,
595,Chippewa Rd E,11,615.116,,Medium Auto Volume S,,,,,,,,,,,
596,Mountsberg Rd,15,260.167,,Low Auto Volume Sugg,,,,,,,,,,,
597,Studholme Rd,1,8.624,,Signed Bike Route,,,,,,,,,,,
598,Temp,12,1760.905,,Paved Mulit-Use Recr,,,,,,,,,,,
599,Brock St S,13,6.514,,Low Auto Volume Sugg,,,,,,,,,,,
600,Creighton,13,207.654,,Signed Bike Route,RECOMM,FLAT,,,,,,,,,
601,Creighton,13,141.094,,Signed Bike Route,,,,,,,,,,,
602,Creighton,13,16.984,,Signed Bike Route,,,,,,,,,,,
603,Glancaster Rd,11,143.792,,Low Auto Volume Sugg,,,,,,,,,,,
604,Glancaster Rd,11,1075.722,,Low Auto Volume Sugg,,,,,,,,,,,
605,Dunsmure Rd,3,76.857,,Low Auto Volume Sugg,,,,,,,,,,,
606,,,624.423,,Low Auto Volume Sugg,,,,,,,,,,,
607,,,2470.462,,Low Auto Volume Sugg,,,,,,,,,,,
608,,,416.313,,Low Auto Volume Sugg,,,,,,,,,,,
609,Crooks Hollow Rd,13,792.931,,Low Auto Volume Sugg,,,,,,,,,,,
610,Crooks Hollow Rd,13,163.483,,Low Auto Volume Sugg,,,,,,,,,,,
611,Crooks Hollow Rd,13,125.872,,Low Auto Volume Sugg,,,,,,,,,,,
612,Old Brock Rd,13,202.772,,Medium Auto Volume S,,,,,,,,,,,
613,Middletown Rd,13,30.383,,Medium Auto Volume S,,,,,,,,,,,
614,Concession 8 W,13,152.293,,Medium Auto Volume S,,,,,,,,,,,
615,Castlewood Bv,13,171.787,,Medium Auto Volume S,,,,,,,,,,,
616,Cannon St E,3,116.461,,Bicycle Lane,,,,,,,,,,,
617,Cannon St E,3,7.381,,Bicycle Lane,,,,,,,,,,,
618,Cannon St E,3,79.376,,Bicycle Lane,,,,,,,,,,,
619,Lawrence Rd,4,443.682,,Bicycle Lane,,,,,,,,,,,
620,Lawrence Rd,4,146.865,,Bicycle Lane,,,,,,,,,,,
621,Greenhill Av,5,235.436,,Bicycle Lane,,,,,,,,,,,
622,Greenhill Av,4,103.136,,Bicycle Lane,,,,,,,,,,,
623,Upper Wellington St,7,186.708,,Bicycle Lane,,,,,,,,,,,
624,Crooks Hollow Rd,13,171.009,,Low Auto Volume Sugg,,,,,,,,,,,
625,Spring Gardens Rd,1,408.053,,Low Auto Volume Sugg,,,,,,,,,,,
626,Spring Gardens Rd,1,236.74,,Low Auto Volume Sugg,,,,,,,,,,,
627,Spring Gardens Rd,1,74.571,,Low Auto Volume Sugg,,,,,,,,,,,
628,Spring Gardens Rd,1,45.594,,Low Auto Volume Sugg,,,,,,,,,,,
629,Spring Gardens Rd,,23.47,,Low Auto Volume Sugg,,,,,,,,,,,
630,York Bv,2,48.406,,Bicycle Lane,,,,,,,,,,,
631,Rockhaven Ln,15,154.581,,Low Auto Volume Sugg,,,,,,,,,,,
632,Grindstone Wy,15,196.613,,Low Auto Volume Sugg,,,,,,,,,,,
633,Mountain Park Av,7,317.567,,Signed Bike Route,,,,,,,Greenway,,,,
634,Cannon St E,3,83.599,,Bicycle Lane,,,,,,,,,,,
635,Ann St,13,90.597,,Low Auto Volume Sugg,,,,,,,,,,,
636,Ann St,13,259.922,,Low Auto Volume Sugg,,,,,,,,,,,
637,Sullivan's Ln,13,255.046,,Low Auto Volume Sugg,,,,,,,,,,,
638,Ann St,13,43.776,,Low Auto Volume Sugg,,,,,,,,,,,
639,Huntingwood Av,13,92.004,,Low Auto Volume Sugg,,,,,,,,,,,
640,Huntingwood Av,13,65.265,,Low Auto Volume Sugg,,,,,,,,,,,
641,Huntingwood Av,13,84.774,,Low Auto Volume Sugg,,,,,,,,,,,
642,Huntingwood Av,13,80.311,,Low Auto Volume Sugg,,,,,,,,,,,
643,Huntingwood Av,13,60.058,,Low Auto Volume Sugg,,,,,,,,,,,
644,York Bv,1,239.576,New,Bicycle Lane,RECOMM,FLAT,,,No Parking Access,,Entrance Driveways To Hamilton Cemetery. Ea Looked At On-Street Link In 2006. Proposed As An On-Street Commuter Route.,Yes (Completed),CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
645,York Bv,1,55.073,New,Bicycle Lane,RECOMM,FLAT,,,No Parking Access,,Entrance Driveways To Hamilton Cemetery. Ea Looked At On-Street Link In 2006. Proposed As An On-Street Commuter Route.,Yes (Completed),CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
646,York Bv,1,220.632,New,Bicycle Lane,RECOMM,FLAT,,,No Parking Access,,Entrance Driveways To Hamilton Cemetery. Ea Looked At On-Street Link In 2006. Proposed As An On-Street Commuter Route.,Yes (Completed),CURB,,"Signage, Pavement Markings"
647,Cline Av N,1,110.574,,Bicycle Lane,,,,,,,,,,,
648,Cline Av N,1,173.104,,Medium Auto Volume S,,,,,,,,,,,
649,,,82.847,,Bicycle Lane,,,,,,,,,,,
650,,,65.003,,Bicycle Lane,,,,,,,,,,,
651,,,92.15,,Bicycle Lane,,,,,,,,,,,
652,,,57.883,,Bicycle Lane,,,,,,,,,,,
653,,,63.223,,Bicycle Lane,,,,,,,,,,,
654,,,58.442,,Bicycle Lane,,,,,,,,,,,
655,Cannon St E,3,9.668,,Bicycle Lane,,,,,,,,,,,
656,Cannon St E,3,64.116,,Bicycle Lane,,,,,,,,,,,
657,Cannon St E,3,72.011,,Bicycle Lane,,,,,,,,,,,
658,Cannon St E,3,82.421,,Bicycle Lane,,,,,,,,,,,
659,York Bv,1,23.259,,Bicycle Lane,,,,,,,,,,,
660,York Bv,1,46.376,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
661,York Bv,1,52.28,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
662,York Bv,1,83.005,,Bicycle Lane,,,,,,,,,,,
663,Fall Fair Way,11,122.012,,Bicycle Lane,,,,,,,,,,,
664,York Bv,1,213.09,New,Bicycle Lane,RECOMM,FLAT,,,No Parking Access,,Entrance Driveways To Hamilton Cemetery. Ea Looked At On-Street Link In 2006. Proposed As An On-Street Commuter Route.,Yes (Completed),CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
665,York Bv,1,51.182,New,Bicycle Lane,RECOMM,FLAT,,,No Parking Access,,Entrance Driveways To Hamilton Cemetery. Ea Looked At On-Street Link In 2006. Proposed As An On-Street Commuter Route.,Yes (Completed),CURB,Dedicated Bike Lane,"Signage, Pavement Markings"
666,Dalewood Cr,1,217.617,,Signed Bike Route,,,,,,,,,,,
667,Dalewood Av,1,99.328,,Signed Bike Route,,,,,,,,,,,
668,Dalewood Av,1,87.644,,Signed Bike Route,,,,,,,,,,,
669,Crooks Hollow Rd,13,614.736,,Low Auto Volume Sugg,,,,,,,,,,,
670,Lakegate Dr,10,71.108,,Signed Bike Route,,,,,,,Greenway,,,,
671,Dunsmure Rd,3,60.663,,Low Auto Volume Sugg,,,,,,,,,,,
672,Dunsmure Rd,3,148.785,,Low Auto Volume Sugg,,,,,,,,,,,
673,Wentworth St S,3,86.171,,Bicycle Lane,,,,,,,,,,,
674,Wentworth St S,3,48.415,,Bicycle Lane,,,,,,,,,,,
675,Wentworth St S,3,39.113,,Bicycle Lane,,,,,,,,,,,
676,Sanford Av S,3,55.233,,Signed Bike Route,,,,,,,,,,,
677,Sanford Av S,3,17.483,,Signed Bike Route,,,,,,,,,,,
678,Cumberland Av,3,82.867,,Signed Bike Route,,,,,,,,,,,
679,Rutherford Av,3,75.782,,Signed Bike Route,,,,,,,,,,,
680,Rutherford Av,3,138.661,,Signed Bike Route,,,,,,,,,,,
681,Cumberland Av,3,215.803,,Signed Bike Route,,,,,,,,,,,
682,Cumberland Av,3,134.582,,Signed Bike Route,,,,,,,,,,,
683,Cumberland Av,3,41.529,,Signed Bike Route,,,,,,,,,,,
684,Cumberland Av,3,37.505,,Signed Bike Route,,,,,,,,,,,
685,Cumberland Av,3,39.747,,Signed Bike Route,,,,,,,,,,,
686,Cumberland Av,3,40.968,,Signed Bike Route,,,,,,,,,,,
687,Cumberland Av,3,41.013,,Signed Bike Route,,,,,,,,,,,
688,Cumberland Av,3,80.523,,Signed Bike Route,,,,,,,,,,,
689,Ferguson Av S,2,67.869,,Bicycle Lane,,,,,,,Greenway,,,,
690,Ferguson Av S,2,104.547,,Bicycle Lane,,,,,,,Greenway,,,,
691,Cumberland Av,3,90.506,,Signed Bike Route,,,,,,,,,,,
692,Cumberland Av,3,54.869,,Signed Bike Route,,,,,,,,,,,
693,Cumberland Av,3,78.376,,Signed Bike Route,,,,,,,,,,,
694,Cumberland Av,3,64.434,,Signed Bike Route,,,,,,,,,,,
695,Cumberland Av,3,75.732,,Signed Bike Route,,,,,,,,,,,
696,Cumberland Av,3,14.24,,Signed Bike Route,,,,,,,,,,,
697,Cumberland Av,3,92.896,,Signed Bike Route,,,,,,,,,,,
698,Clarendon Av,8,171.579,,Signed Bike Route,,,,,,,,,,,
699,Clarendon Av,8,80.962,,Signed Bike Route,,,,,,,,,,,
700,Bay St N,2,110.604,,Signed Bike Route,,,,,,,,,,,
701,Harbour Front Dr,2,180.044,,Low Auto Volume Sugg,,,,,,,,,,,
702,Harbour Front Dr,2,85.632,,Low Auto Volume Sugg,,,,,,,,,,,
703,Macnab St N,2,83.699,,Signed Bike Route,,,,,,,,,,,
704,Macnab St N,2,199.523,,Signed Bike Route,,,,,,,,,,,
705,Macnab St N,2,121.138,,Signed Bike Route,,,,,,,,,,,
706,Macnab St N,2,109.046,,Signed Bike Route,,,,,,,,,,,
707,Macnab St N,2,119.289,,Signed Bike Route,,,,,,,,,,,
708,Main St W,1,142.509,,High Auto Volume Sug,,,,,,,,,,,
709,Main St W,1,222.661,,Bicycle Lane,,,,,,,,,,,
710,Main St W,1,120.899,,Bicycle Lane,,,,,,,,,,,
711,Main St W,1,104.594,,Bicycle Lane,,,,,,,,,,,
712,Markland St,2,128.351,,Bicycle Lane,,,,,,,,,,,
713,Markland St,2,97.802,,Bicycle Lane,,,,,,,,,,,
714,Markland St,2,38.09,,Bicycle Lane,,,,,,,,,,,
