X,Y,OBJECTID,LOCATION_NAME,ADDRESS,RACK_OWNER,RACKS_INSTALLED,RACK_TYPE,TOTAL_CAPACITY,COVERED,NEARBY_LIGHTING,WARD,EXTERNAL,LATITUDE,LONGITUDE
592793.2667,4790117.3501,212,Shoppers Drug Mart ,232 Cannon Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25815293,-79.85675589
592329.6888,4790265.0696,213,Good Shepard Venture Centre ,120 Cannon Street East (at Mary),ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25953977,-79.86244146
592001.8902,4789865.5146,214,Hi & Buy Discount & Beauty Supplies,"81 King St E, Hamilton (at John)",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.2559827,-79.86654609
595963.2065,4788953.2913,216,Laidlaw United,"155 Ottawa Street North, Hamilton, ON",ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.24727623,-79.81791192
596064.0166,4789309.3437,217,Momentum Fitness,299 Ottawa Street North,,1,Hammer Hoop,2,No,Yes,3,Yes,43.25046885,-79.81660833
592060.4698,4789948.3211,218,Lulu's/77 Night Club,77 King William St.,ROW,1,Multi-Ring,5,No,Yes,2,Yes,43.25672104,-79.8658107
592234.2873,4789743.6635,219,Jet Cafe,184 King Street East,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25485728,-79.86370394
596021.2816,4789112.7825,220,Curbside Grill,224 Ottawa Street North,,1,Hammer Hoop,2,No,Yes,4,Yes,43.2487047,-79.81716891
596676.3018,4788175.6233,222,Indwell,1429 Main Street East,ROW,1,Hammer Hoop,6,No,Yes,4,Yes,43.24018398,-79.80926615
594294.8922,4789356.734,223,Hakim Optical,"924 King St E, Hamilton, ON L8M 1B8",Municipal,1,Hammer Hoop,2,No,Yes,3,Yes,43.25111886,-79.83838924
595307.0568,4789779.0842,224,Little Ray's Reptile Zoo,"869 Barton at Gage
closest address 221 Gage Ave N South side",ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.25479391,-79.82584997
593965.528,4790165.1493,225,541 Eatery and Exchange,541 Barton St E,ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.25843802,-79.84230796
592301.9828,4789717.5307,226,King Karaoke,214 & 216 King Street East,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25461372,-79.86287449
591601.5798,4789284.5231,227,House,193 James Street South,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.25080082,-79.87157353
588287.1881,4798566.3693,228,Waterdown District Highschool,"215 Parkside Drive, Waterdown",School,1,Multi-Ring,32,No,Yes,15,Yes,43.33476073,-79.91090536
592897.7382,4790486.8684,229,The West Avenue School ,"255 West Avenue North, Hamilton",School,1,Hammer Hoop,2,No,Yes,3,Yes,43.26146679,-79.8554067
585615.4724,4785888.9015,230,Holy Name of Mary Catholic Elementary School,"161 Meadowlands Blvd, Ancaster",School,4,Multi-Ring,48,No,Yes,12,Yes,43.220933,-79.94583
592112.0327,4789787.7886,231,Effort Square - North Side,105 Main Street East,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25526948,-79.8652024
597998.6485,4787579.1765,236,Queenston at Parkdale ,,ROW,1,Multi-Ring,4,No,Yes,4,Yes,43.23464367,-79.79308871
597976.3157,4787560.5636,237,Queenston at Parkdale ,,ROW,1,Multi-Ring,4,No,Yes,4,Yes,43.234479,-79.793367
599520.4596,4787085.66,238,Queenston at Nash,637 Queenston Rd,ROW,1,Multi-Ring,6,No,Yes,5,Yes,43.23000146,-79.77443992
591646.2,4789423.0697,241,James South/Augusta,155 James Street South,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.25204272,-79.87100092
596087.1018,4789389.6622,242,The Wax Lounge,337 Ottawa St N,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.251189,-79.81631
593238.1162,4789488.4269,243,Mediserve Pharmacy,"591 King Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25243591,-79.85138271
594467.891,4789966.4025,244,Coven Market,673 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25658594,-79.83615398
591773.1074,4790190.4548,245,Hamilton City Centre,77 James Street North,ROW,1,Multi-Ring,14,No,Yes,2,Yes,43.258936,-79.86931
593074.5808,4788244.3264,246,Zoetic,534 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24125562,-79.85360703
594006.9203,4787944.4622,247,Plaza,784 Concession St,ROW,1,Hammer Hoop,4,No,Yes,7,Yes,43.23844033,-79.84217688
594120.798,4789054.8859,248,St Peter's Day Care,st clair and main e,Private ,1,Multi-Ring,4,No,Yes,3,Yes,43.24842312,-79.84058501
592415.5219,4791421.8926,249,North Hamilton Community Health Centre,MacCauley,Private ,1,Multi-Ring,6,No,Yes,2,Yes,43.269944,-79.86119
594233.9335,4790295.089,250,MasterPaints,33 Princess,Private ,1,Hammer Hoop,2,No,Yes,3,Yes,43.25957433,-79.83897953
597292.1332,4775003.6867,251,Tim Hortons,Binbrook,Private,1,Multi-Ring,6,No,Yes,11,Yes,43.12152,-79.804
590164.7575,4790504.9453,252,Fortinoes,Strathcona,Private,1,Multi-Ring,4,No,Yes,1,Yes,43.26196149,-79.8890705
596000.0076,4789077.109,253,Onyx Hair Boutique,209 Ottawa Street North,,1,Hammer Hoop,2,No,Yes,3,Yes,43.24838625,-79.81743713
595932.5222,4788797.7252,254,Bounty Hunter Toys,120 Ottawa Street North,,1,Hammer Hoop,2,No,Yes,4,Yes,43.24587961,-79.81831689
591955.0013,4789673.6093,255,Cannabis Supply Co,55 John Street South,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25426071,-79.86715568
591699.5466,4790218.0221,256,Farmers Market,35 york boulevard,,1,Multi-Ring,5,No,Yes,2,Yes,43.25919314,-79.87021154
591680.1814,4790220.6533,257,Hamilton Public Library,,,1,Multi-Ring,8,No,Yes,2,Yes,43.25921918,-79.87044965
591665.0815,4790224.2558,258,Hmlton Public Library,,,1,Multi-Ring,5,No,Yes,2,Yes,43.25925345,-79.87063505
591920.3145,4789606.7795,259,Tim Hortons,78 John Street South,Municipal,1,Hammer Hoop,2,No,Yes,2,Yes,43.25366328,-79.86759407
591578.1088,4789654.6284,260,YWCA Downtown,45 MacNab Street,Private,1,Multi-Ring,5,No,Yes,2,Yes,43.25413571,-79.8718011
591525.7987,4789767.6518,261,CityLAB Hamilton,58 Jackso Street,Municipal,1,Multi-Ring,14,No,Yes,2,Yes,43.25515961,-79.87242663
591393.6575,4789938.8436,262,David Braley Health Centre,,Private,1,Multi-Ring,4,No,Yes,2,Yes,43.25671687,-79.87402587
591411.8673,4789968.4901,263,David Braley Health Centre,,Private,1,Multi-Ring,10,No,Yes,2,Yes,43.25698157,-79.87379665
591449.1305,4790158.8179,264,Jackson Square,,,1,Multi-Ring,22,No,Yes,2,Yes,43.25869056,-79.87330605
595935.6427,4788846.3533,265,Cuts R Us,133 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.246317,-79.81827
592727.5042,4789542.9739,266,Canadian Red Cross Society,"400 King Street East, Hamilton",ROW,1,Advertising Rack,4,No,Yes,3,Yes,43.25298998,-79.85766262
593934.3301,4789390.4127,267,The Kitchen Collective,"811 King St E, Hamilton",ROW,1,Hammer Hoop,6,No,Yes,3,Yes,43.25146707,-79.84282434
594366.535,4789382.4768,268,Former Good Life Deli,"943 King St E, Hamilton",Municipal,1,Hammer Hoop,4,No,Yes,3,Yes,43.25134165,-79.83750245
594877.2039,4789398.8547,269,Tim Hortons Field,64 Melrose Ave N,ROW,1,Hammer Hoop,34,No,Yes,3,Yes,43.251425,-79.83121
594893.5385,4789391.9742,270,Tim Hortons Field,64 Melrose Ave N,ROW,1,Hammer Hoop,34,No,Yes,3,Yes,43.251361,-79.83101
595915.5361,4788731.6489,271,Crown Point Community Church,92 Ottawa North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.2452869,-79.81853758
595923.1724,4788751.984,272,Skizzers,108 Ottawa North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.245469,-79.81844
595948.5434,4788854.3162,273,Strip Mall,134 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24638705,-79.81810974
595984.0074,4789024.3023,274,Calipan Bakery,186 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.24791288,-79.81764338
595989.583,4788999.6417,275,True Hamiltonian Store,187 Ottawa Street North,ROW,1,Hammer Hoop,4,No,Yes,4,Yes,43.24769016,-79.81757901
595995.4756,4789016.8484,276,Orange Tree Boutique,190 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24784431,-79.81750344
596010.9187,4789074.4905,277,Revolving Closet,208 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24836129,-79.81730321
596019.6341,4789106.5062,278,Dora's,219 Ottawa North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24864841,-79.81719029
595535.806,4788524.0871,280,LMNOP (closed),"1111 Main Street East, Hamilton",ROW,1,Advertising Rack,4,No,Yes,3,Yes,43.24346647,-79.82325
596029.4627,4789139.8163,281,East Kiwanis Place,236 Ottawa Street North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24894704,-79.81706344
596038.7011,4789174.0043,282,Zorro Dry Cleaners,246 Ottawa St N,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24925365,-79.8169437
596060.316,4789254.638,283,The Millionaire's Daughter,272 Ottawa St N,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24997682,-79.81666344
595083.4806,4789569.2448,284,Tim Horton's Field,64 Melrose Ave N,ROW,1,Multi-Ring,28,No,Yes,3,Yes,43.252933,-79.82864
594922.1637,4789609.3067,285,Tim Horton's Field,64 Melrose Ave N,ROW,1,Multi-Ring,56,No,Yes,3,Yes,43.253314,-79.83062
594977.4346,4789372.8208,286,Tim Horton's Field,64 Melrose Ave N,ROW,1,Hammer Hoop,32,No,Yes,3,Yes,43.251178,-79.82998
595119.0238,4786496.9658,287,Strip Mall,"1130 Fennell Avenue East,",ROW,1,Advertising Rack,4,No,Yes,6,Yes,43.22526932,-79.82873222
595132.7115,4786518.4486,288,Strip Mall ,1119 Fennell Avenue East,ROW,1,Advertising Rack,4,No,Yes,6,Yes,43.225461,-79.82856
592395.9401,4785903.0854,289,Goodlife Fitness,883 Upper Wentworth St,ROW,1,Advertising Rack,4,No,Yes,7,Yes,43.220261,-79.86235633
593880.7668,4787979.4113,290,Jerusalem Pita,760 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.23877069,-79.84372437
593900.5763,4787952.0263,291,LoPresti Pharmacy,770 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.23852168,-79.8434851
593916.4563,4787969.1073,292,LoPresti Pharmacy,770 Concession St,ROW,1,Hammer Hoop,2,No,No,7,Yes,43.23867348,-79.84328665
593095.2702,4788238.8095,293,Just the Essentials,532 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.2412034,-79.85335318
593066.75,4788250.2995,294,The Zoetic Theatre,526 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24131036,-79.85370245
590739.7859,4790955.1068,295,The Mustard Seed,460 York Blvd,ROW,2,Advertising Rack,8,No,Yes,1,Yes,43.26594525,-79.88191265
590852.6303,4790894.5273,296,Behind De Le Sal Yoga,430 York Blvd,ROW,1,Advertising Rack,4,No,Yes,1,Yes,43.26538626,-79.88053245
591005.6628,4790730.2676,297,Altima Hess Village Pharmacy,340 York Blvd,ROW,1,Advertising Rack,4,No,Yes,1,Yes,43.26388897,-79.87867432
590610.0231,4791023.6548,298,Realtors Association of Hamilton-Burlington,505 York Blvd,ROW,1,Advertising Rack,4,No,Yes,1,Yes,43.266578,-79.8835
590508.2895,4791348.0784,299,Dundurn Castle,610 York Blvd,Municipal,1,Multi-Ring,6,No,Yes,1,Yes,43.269511,-79.8847
587776.15,4790328.4138,300,McMaster University - Hospital - NW,,School,1,Multi-Ring,96,No,Yes,1,Yes,43.26065417,-79.9185237
587778.3129,4790305.2098,301,McMaster University - Health Sciences Library - North Courtyard ,,School,1,Multi-Ring,44,No,Yes,1,Yes,43.26044501,-79.91850076
587697.9092,4790134.3618,302,McMaster University - T13 - North,,School,1,Multi-Ring,8,No,Yes,1,Yes,43.25891621,-79.91951842
587672.7191,4790109.5975,303,McMaster University - Engineering Technology Building - NE,,School,1,Multi-Ring,56,No,Yes,1,Yes,43.25869619,-79.91983267
587617.7676,4790157.229,304,McMaster University - Information Technology Building - NE Corner,,School,1,Multi-Ring,64,No,Yes,1,Yes,43.25913141,-79.920502
587546.1201,4790161.7854,305,McMaster University - Information Technology Building - NW Corner,,School,1,Multi-Ring,16,No,Yes,1,Yes,43.25918076,-79.92138386
587476.775,4790318.9347,306,McMaster University - A.N. Bourns Science Building - North Thode Courtyard,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.26060364,-79.92221312
587468.63,4790333.1425,307,McMaster University - Thode Library - South Courtyard,,School,1,Multi-Ring,24,No,Yes,1,Yes,43.2607325,-79.9223112
587447.3262,4790429.1655,308,McMaster University - GO Station - East,,School,1,Multi-Ring,14,No,Yes,1,Yes,43.26159947,-79.92255839
587578.2065,4790436.5881,309,McMaster University - Nuclear Research Building - Secure Bike Lockers - NE,,Secure,1,Other,8,Yes,Yes,1,Yes,43.2616511,-79.92094491
587579.6359,4790427.2943,310,McMaster University - Nuclear Research Building - East,,School,1,Multi-Ring,32,No,Yes,1,Yes,43.26156726,-79.92092878
587653.6946,4790522.9449,311,McMaster University - Burke Science Building - NE,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.2624198,-79.92000123
587657.4344,4790482.4152,312,McMaster University - Burke Science Building - East,,School,1,Multi-Ring,44,No,Yes,1,Yes,43.26205447,-79.91996161
587548.1535,4790286.958,313,McMaster University - A.N. Bourns Science Building - South Entrance,,School,1,Multi-Ring,16,No,Yes,1,Yes,43.26030746,-79.92133891
587564.3247,4790277.3471,314,McMaster University - John Hodgins Engineering Building - SW Courtyard,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.26021906,-79.92114123
587573.489,4790333.1136,315,McMaster University - A.N. Bourns Science Building - NE Corner,,School,1,Multi-Ring,64,No,Yes,1,Yes,43.26072006,-79.92101947
587679.3486,4790286.2738,316,McMaster University - Gerald Hatch Engineering Centre - East,,School,1,Multi-Ring,80,No,Yes,1,Yes,43.26028605,-79.91972288
591569.8235,4789619.4928,317,MacNab Street Rail Tunnel,101 MacNab Street South,Municipal,1,Hammer Hoop,4,No,Yes,2,Yes,43.25382039,-79.87190899
592590.266,4789107.3959,318,Carter Park,32 Stinson Street,Park,1,Multi-Ring,14,No,Yes,2,Yes,43.24908538,-79.85942616
589155.4921,4790617.623,319,Former Comic Book Store,897 King Street West,ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.26309601,-79.90148526
591913.044,4790104.0535,320,LiUNA Student Residence,20 Rebecca Street,Private,1,Multi-Ring,6,No,Yes,2,Yes,43.25814108,-79.86760066
590038.486,4789645.3097,321,United Family Martial Arts ,,,1,Multi-Ring,5,No,Yes,1,Yes,43.25423729,-79.89076652
589185.9982,4786680.4223,322,Newlands Park,137 Lynbrook Drive,Park,1,Multi-Ring,6,No,Yes,8,Yes,43.2276456,-79.9017465
590891.5129,4786457.7265,323,Dave Andreychuk Mountain Arena,25 Hester St.,,1,Multi-Ring,8,No,Yes,8,Yes,43.22543714,-79.88078504
594954.2777,4788497.5892,324,Gage Park - Maplewood Entrance,,Park,1,Hammer Hoop,4,No,Yes,3,Yes,43.24330136,-79.830416
591889.0948,4790251.0687,325,Merit Brewing Company,107 James Street North,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25946757,-79.86787114
591884.9848,4790241.0326,326,Cottage P Tattoo and Piercing,105 James Street North,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.25937772,-79.86792344
592306.7356,4786731.8826,327,Hill Park Recreation Centre,305 South Bend Rd E,,2,Multi-Ring,16,Yes,Yes,7,Yes,43.22773355,-79.86331582
590845.7877,4790282.4772,328,,385 King Street West,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.25987682,-79.88071771
584668.2082,4790945.7122,329,BMO - Dundas Branch,77 King Street West Dundas,Private,1,Hammer Hoop,2,No,Yes,13,Yes,43.26656741,-79.95671492
591962.2267,4790505.6713,330,Mulberry Cafe,193 James Street North,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26175081,-79.86692777
592044.8927,4790739.7485,331,Unknown Store,298 James Street N,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.2638481,-79.86587031
592344.5732,4791773.2389,332,Hamilton Port Authority,605 James Street N,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.27311583,-79.86200517
589887.537,4786726.1386,333,Westwood Elementary School,9 Lynbrook Dr.,School,3,Multi-Ring,22,Yes,Yes,8,Yes,43.22797393,-79.89310174
591406.8452,4786370.4249,334,St. Michael Elementary School,135 Hester Street,School,2,Multi-Ring,22,No,Yes,8,Yes,43.22458891,-79.87445503
591980.2159,4787838.2657,335,Latin Flair,600 Upper Wellington,ROW,1,Hammer Hoop,2,No,Yes,8,Yes,43.23773415,-79.86715138
584139.4546,4786745.1943,338,Briarwood Homes,151 McNiven Road,ROW,1,Hammer Hoop,2,No,Yes,12,Yes,43.22880844,-79.96387047
587205.3322,4787813.3546,339,St. Teresa of Avila Elementary School,171 San Remo Dr,School,3,Multi-Ring,42,No,Yes,14,Yes,43.23807708,-79.92595343
586985.9347,4789776.311,340,Fortinoes,1579 Main Street West,Private,1,Multi-Ring,7,No,Yes,1,Yes,43.25577516,-79.92834533
586444.5003,4789836.432,341,Sports Medicine Experts ,1685 Main Street West,Private,1,Multi-Ring,8,No,Yes,1,Yes,43.25637872,-79.93500516
586309.5297,4789925.4409,342,Apartments,1712 Main Street West,Private,1,Multi-Ring,10,No,Yes,1,Yes,43.25719555,-79.93665377
586310.8846,4789934.0012,343,Apartments,1712 Main Street West,Private,1,Multi-Ring,20,No,Yes,1,Yes,43.25727247,-79.93663574
592176.5739,4789990.2899,344,Wesley Apartments ,,Private,1,Multi-Ring,12,No,Yes,2,Yes,43.2570847,-79.86437354
592262.0691,4790206.2077,345,Seedworks,,Private,1,Multi-Ring,8,No,Yes,1,Yes,43.25901812,-79.86328427
591524.7884,4789872.5268,346,Concert Hall,50 Main Street West,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25610391,-79.87242165
585811.2791,4789994.5532,347,University Plaza - Freshii,"101 Osler Drive, Dundas",Private,1,Multi-Ring,6,Yes,Yes,13,Yes,43.25787467,-79.94278049
596101.4886,4788349.6095,348,New Hope Bikes,1249 Main Street East,ROW,1,Hammer Hoop,4,,,4,Yes,43.2418238,-79.81631415
596156.1168,4784736.7694,349,Mohawk 4 Ice Centre,710 Mountain Brow Blvd,,1,Multi-Ring,14,No,Yes,6,Yes,43.20929114,-79.81627103
594643.6194,4784868.4216,350,Giant Tiger,969 Upper Ottawa Street,,1,Multi-Ring,3,Yes,Yes,6,Yes,43.21066751,-79.83486425
595024.769,4785013.6506,351,Lisgar Elementary School,110 Anson Avenue,School,2,Multi-Ring,26,No,Yes,6,Yes,43.21192711,-79.83014797
585586.1452,4791779.7344,352,Yorkview Elementary School,86 Cameron Avenue,School,1,Multi-Ring,12,No,Yes,13,Yes,43.27397251,-79.94527627
585556.021,4791807.9322,353,Yorkview Elementary School,"86 Cameron Avenue, Dundas",School,1,Multi-Ring,12,No,No,13,Yes,43.2742298,-79.94564306
590034.6332,4789646.6447,354,United Family Martial Arts,,,1,Multi-Ring,14,No,Yes,1,Yes,43.25424977,-79.89081376
589829.8602,4790054.9378,355,pT Health,70 Frid Street,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.25795007,-79.89326944
589835.5345,4790069.2701,356,pT Health,70 Frid Street,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.25807842,-79.8931972
585045.9045,4791549.4859,357,Dundas Driving Park,71 Cross Street,Park,1,Multi-Ring,10,No,Yes,13,Yes,43.27196074,-79.95196842
594039.5291,4786673.4051,358,Blessed Sacrament Catholic Elementary School,315 E 37th Street,School,1,Multi-Ring,14,No,Yes,7,Yes,43.22699309,-79.84199205
592396.2115,4786352.6132,359,Sackville Hill Seniors Recreation Centre,780 Upper Wentworth Street,,1,Multi-Ring,8,Yes,Yes,7,Yes,43.22430805,-79.86227772
591960.2214,4790391.7933,360,Bul & Gogi BBQ,15 Cannon Street East,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26072583,-79.86697149
592043.9776,4790731.045,361,Former Hamilton Evergreen,294 James Street N,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26376985,-79.86588304
592522.5321,4789478.0744,363,Ontario Works Central Office,250 Main Street East,Private,1,Multi-Ring,6,No,Yes,2,Yes,43.25243088,-79.86019814
591918.9554,4789563.2055,364,Skate Shop,97 John Street South,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25327115,-79.86761808
592151.5889,4790740.8159,368,Lick the Whisk,29 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26384467,-79.86455573
584415.1968,4790988.3585,374,Shopper's Drugmart,"133 King Street, Dundas",Private,1,Multi-Ring,4,No,Yes,13,Yes,43.26697975,-79.95982549
586025.8786,4786769.3923,378,McDonalds,1015 Golf Links Road,Private,1,Multi-Ring,9,No,Yes,12,Yes,43.22881356,-79.9406403
586074.7543,4786747.9557,382,Golf Links Plaza - Subway,"1015 Golf Links Road, Unit 402",Private,1,Multi-Ring,14,No,Yes,12,Yes,43.22861498,-79.94004187
590493.0777,4787760.9035,383,Mohawk College,135 Fennell Avenue West,,2,Multi-Ring,24,No,Yes,8,Yes,43.23721755,-79.88547657
590503.2128,4787767.5696,387,Mohawk College,135 Fennell Avenue West,,3,Multi-Ring,36,No,Yes,8,Yes,43.23727635,-79.88535067
596311.7735,4788696.5258,389,Crown Point Park,120 Roxborough Avenue,Park,1,Hammer Hoop,6,No,No,4,Yes,43.24492019,-79.81366399
596303.3942,4788703.7856,390,Crown Point Park / Honourable Bob Mackenzie Park,120 Roxborough Avenue,Park,1,Hammer Hoop,6,No,No,4,Yes,43.24498661,-79.81376592
597182.3455,4788744.7899,397,Andy Warburton Park,351 Britannia Avenue,Park,1,Multi-Ring,8,No,Yes,4,Yes,43.245243,-79.80293436
590231.1788,4787957.3621,399,Mohawk College ,135 Fennell Avenue West,,1,Multi-Ring,10,No,Yes,8,Yes,43.23901765,-79.8886694
590468.5572,4787989.9314,400,Mohawk College,135 Fennell Avenue West,,1,Multi-Ring,12,No,Yes,8,Yes,43.23928244,-79.88574094
592976.5698,4788264.7508,403,Shoppers Drug Mart,Concession and Upper Wentworth,,1,Multi-Ring,10,No,Yes,7,Yes,43.24145159,-79.85481054
590531.1769,4787975.7581,404,Mohawk College,135 Fennell Avenue West,,1,Multi-Ring,20,No,Yes,8,Yes,43.23914732,-79.88497215
582137.8676,4784450.2348,405,St. Joachim Elementary School,75 Concerto Ct,School,2,Multi-Ring,28,No,Yes,12,Yes,43.20836671,-79.98885658
586881.4749,4789750.5994,406,Fortinos,Main W,Private,1,Multi-Ring,12,No,Yes,1,Yes,43.25555572,-79.92963609
586539.0256,4789841.555,407,World Gym,Main W,Private ,1,Multi-Ring,16,No,Yes,1,Yes,43.256414,-79.93384
591904.4969,4790238.7347,408,,10 Wilson Street,ROW,,Hammer Hoop,,No,Yes,2,Yes,43.25935465,-79.86768347
586282.9111,4789872.1707,409,Apartment,1714 Main Street West,Private ,1,Multi-Ring,20,No,Yes,1,Yes,43.256719,-79.93699
586248.6818,4789882.6207,410,Apartment,1716 Main Street West,Private ,1,Multi-Ring,12,No,Yes,1,Yes,43.256817,-79.93741
586743.2,4789746.3069,411,Mondelez International,45 Ewen ,Private,1,Multi-Ring,9,No,Yes,1,Yes,43.255533,-79.93134
587747.8582,4789965.7083,412,Shoppers Drug Mart,main w and emerson,Private ,1,Multi-Ring,10,No,Yes,1,Yes,43.257392,-79.91893
588463.1029,4790336.8726,413,St. Paul's Anglican Church,cline n and king w,Private,1,Multi-Ring,6,No,Yes,1,Yes,43.26065,-79.91006
588698.6104,4790516.1101,414,Westdale United Church,south oval and sterling,Private,1,Multi-Ring,8,No,Yes,1,Yes,43.262236,-79.90713
589301.2459,4790507.5922,415,Food Basics,paradise s and king w,Private ,1,Multi-Ring,8,No,Yes,1,Yes,43.26208814,-79.89970755
589312.2781,4790549.562,416,Food Basics,paradise s and king w,Private ,1,Multi-Ring,12,No,Yes,1,Yes,43.26246469,-79.89956484
589015.5375,4790628.6401,417,TD Canada Trust,938 King Street West,Private,1,Hammer Hoop,4,No,Yes,1,Yes,43.26321174,-79.9032076
589319.469,4790588.123,418,Pierik's Cycle,840 King Street West,Private,1,Multi-Ring,15,No,Yes,1,Yes,43.262811,-79.89947
589189.8481,4789950.8533,419,McMaster Innovation Park,175 Longwood South,Private,1,Multi-Ring,8,No,Yes,1,Yes,43.257089,-79.90117
589195.8982,4789879.1481,420,Natural Resources Canada,longwood s,Private,1,Multi-Ring,18,No,Yes,1,Yes,43.25644272,-79.90110709
589075.1254,4789846.6032,421,McMaster Automative Resource Centre,200 Longwood Road South,Private ,1,Multi-Ring,18,Yes,Yes,1,Yes,43.256164,-79.9026
589069.4275,4789847.7502,422,McMaster Automative Resource Centre,200 Longwood Road South,Private ,1,Multi-Ring,5,Yes,Yes,1,Yes,43.256175,-79.90267
589886.6708,4790245.3719,423,The Hamilton Spectator,44 Frid Street,Private,1,Multi-Ring,12,No,Yes,1,Yes,43.25965777,-79.89253856
589890.0316,4790256.5935,424,The Hamilton Spectator,44 Frid Street,Private,1,Multi-Ring,6,No,Yes,1,Yes,43.2597584,-79.89249533
592173.9563,4791866.6774,425,The Royal Hamilton Yacht Club,bay n,Private ,1,Multi-Ring,10,No,No,2,Yes,43.27397794,-79.86409169
593718.737,4790035.3294,426,Cathy Weaver Elementary School,160 Wentworth Street North,School,1,Multi-Ring,14,No,Yes,3,Yes,43.2573,-79.84537
593890.9958,4790878.49,427,Eva Rothwell Resource Centre,460 Wentworth Street North,Private,1,Multi-Ring,7,No,Yes,3,Yes,43.2648694,-79.84310443
592436.3043,4789896.4439,428,Immigrant Women's Centre,rebecca and ferguson n,Private,1,Multi-Ring,5,No,Yes,2,Yes,43.256208,-79.86119
592502.1821,4789887.7892,429,Olive Branch Christian Centre,195 Rebecca ,Private,1,Multi-Ring,12,No,Yes,2,Yes,43.256122,-79.86038
592600.9281,4790385.643,430,Wesley Centre -Verral Building,195 Ferguson North,Private ,1,Multi-Ring,16,No,Yes,2,Yes,43.260592,-79.85908
590699.7307,4786539.7262,431,Tim hortons,lotus and upper james,Private ,1,Multi-Ring,6,No,Yes,8,Yes,43.22619846,-79.88313268
589945.621,4783943.4183,432,Shoppers,rymal and upper james,Private,1,Multi-Ring,6,No,Yes,8,Yes,43.202914,-79.89284
589977.4558,4783993.8224,433,Bmo branch,1587 Upper James Street,Private ,1,Multi-Ring,10,No,Yes,8,Yes,43.203364,-79.89244
591129.0951,4783489.2269,434,Les Chater Family YMCA,356 Rymal Rd E,Private ,3,Multi-Ring,18,No,Yes,7,Yes,43.198683,-79.87835
594244.6802,4783605.451,435,Rexall Drugstore ,Upper Ottawa and Stone Church,,1,Multi-Ring,6,No,Yes,6,Yes,43.199347,-79.83999
592917.4818,4787185.6706,436,Big Bear,Fennel and East 22nd,Private ,1,Multi-Ring,4,No,Yes,7,Yes,43.231744,-79.85572
