X,Y,OBJECTID,LOCATION_NAME,ADDRESS,RACK_OWNER,RACKS_INSTALLED,RACK_TYPE,TOTAL_CAPACITY,COVERED,NEARBY_LIGHTING,WARD,EXTERNAL,LATITUDE,LONGITUDE
591388.7539,4790371.3718,437,Swiss Chalet,151 York Boulevard,,1,Hammer Hoop,2,No,Yes,2,Yes,43.26061149,-79.87401451
591983.6487,4790202.7978,438,Living Rock,26 Wilson Street,,1,Multi-Ring,5,No,Yes,2,Yes,43.25902146,-79.86671446
591774.793,4789941.4508,439,Commerce Place,1 King Street West,,1,Hammer Hoop,6,No,Yes,2,Yes,43.25669403,-79.86933072
591695.1674,4789968.3643,440,MacNab Terminal,,,1,Advertising Rack,4,No,Yes,2,Yes,43.25694602,-79.87030705
591953.0162,4789986.0452,441,LiUNA Tower,45 King William Street,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25707379,-79.86712798
591972.2802,4789986.0551,442,HAMBRGR,53 King William Street,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25707153,-79.86689069
591846.6388,4789770.6903,443,YMCA Employment Sercvices,23 Main Street East,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25514793,-79.86847422
592282.5379,4789734.5728,444,Studio 205,205 King Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.25476953,-79.86311114
592338.1191,4789714.7153,445,Gameopolis,223-229 King Street East,ROW,1,Hammer Hoop,8,No,Yes,2,Yes,43.25458395,-79.86242986
592435.9,4789674.2768,446,Beautiful Nails Salon,261 King Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.2542079,-79.86123226
592460.1731,4789650.8474,447,Accroutements,264 King Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.25399399,-79.86093721
592617.4127,4789585.9421,448,First Place,360 King Street East,ROW,1,Hammer Hoop,6,No,Yes,3,Yes,43.25339035,-79.85901139
596500.8646,4788242.2014,450,Special Needs Resource Centre/Mystery Tea Room,1365 Main Street East,ROW,1,Hammer Hoop,4,No,Yes,4,Yes,43.24080583,-79.81141485
584759.3282,4790932.006,451,,45 King Street Dundas,,1,Hammer Hoop,14,No,Yes,13,Yes,43.26643376,-79.95559443
584737.2001,4790908.3003,452,Starbucks Dundas,46 King Street Dundas,,1,Hammer Hoop,2,No,Yes,13,Yes,43.26622283,-79.95587069
584655.0379,4790915.0842,453,RBC Dundas,70 King Street West Dundas,,1,Hammer Hoop,6,No,Yes,13,Yes,43.26629314,-79.95688189
584617.6093,4790931.1044,454,TD Bank Dundas,82 King Street West Dundas,Private,1,Hammer Hoop,2,No,Yes,13,Yes,43.26644157,-79.95734054
584531.3999,4790948.2315,455,Dundas Old Post Office / Town Bakery,104 King Street West Dundas,,1,Hammer Hoop,2,No,Yes,13,Yes,43.26660545,-79.95840002
584129.1214,4791004.6347,456,Dundas Community Centre,"10 Market Street, Dundas",,1,Multi-Ring,8,No,Yes,13,Yes,43.26715828,-79.96334749
584112.9599,4790841.9494,457,Dundas Community Pool,35 Market Street,,2,Multi-Ring,16,No,Yes,13,Yes,43.2656954,-79.96357146
586971.628,4789559.9744,458,St Mary's Catholic High School,200 Whitney Road,School,4,Multi-Ring,56,No,Yes,1,Yes,43.25382911,-79.92855571
584914.6405,4786503.3477,459,Indigo Bookstore,Golf Links Plaza,Private,1,Multi-Ring,14,No,Yes,12,Yes,43.22654419,-79.95436327
583150.2858,4786584.8522,460,Ancaster Cycle,365 Wilson Street East,Municipal,1,Hammer Hoop,4,No,Yes,12,Yes,43.2274745,-79.97607376
583171.0978,4786593.1387,461,Tim Hortons,370 Wilson Street East,Municipal,1,Hammer Hoop,2,No,Yes,12,Yes,43.22754681,-79.97581627
594488.6247,4789841.4249,462,St Ann Catholic Elementary School,15 St. Ann Street,School,1,Multi-Ring,14,No,No,3,Yes,43.25545819,-79.83592003
594834.7606,4789524.7919,463,Prince of Wales Elementary School,"Somerset and Lottridge
77 Melrose Ave N",School,1,Multi-Ring,48,No,Yes,3,Yes,43.25256413,-79.83171108
595736.3972,4788495.6519,464,Memorial School,"1175 Main Street East, Hamilton",School,1,Multi-Ring,8,No,Yes,3,Yes,43.24318503,-79.82078469
594373.3273,4788733.0374,465,Adelaide Hoodless School,71 Maplewood Ave,School,1,Multi-Ring,14,No,Yes,3,Yes,43.245494,-79.83753
595579.9345,4789200.3236,466,Holy Name of Jesus Catholic School,181 Belmont Avenue,School,1,Multi-Ring,28,No,Yes,3,Yes,43.2495489,-79.8225893
592109.4053,4789038.6092,468,Queen Victoria Elementary School,"166 Forest Avenue, Hamilton",School,1,Multi-Ring,48,No,Yes,2,Yes,43.248525,-79.86536
583129.1841,4786529.0232,470,Village Hair Design,347 Wilson Street East,Municipal,1,Hammer Hoop,2,No,Yes,12,Yes,43.22697418,-79.97634199
595521.4527,4786729.7279,471,Sherwood Secondary School,"Brucedale and High
25 High St",School,1,Multi-Ring,10,Yes,Yes,6,Yes,43.227314,-79.82373755
595153.4194,4785097.6344,473,St Anthony Daniel Elementary School,75 Anson Avenue,School,3,Multi-Ring,42,No,Yes,6,Yes,43.212667,-79.82855
593444.439,4787609.4329,475,East Mount Park School,155 E 26th Street,School,1,Multi-Ring,14,No,Yes,7,Yes,43.235494,-79.84916
590530.5983,4790710.3637,476,Srathcona School,"Lamoreaux and Strathcona
10 Lamoreaux Street",School,1,Multi-Ring,12,No,Yes,1,Yes,43.263767,-79.88453
590225.4656,4789483.1488,478,St Joseph's Separate School,270 Locke Street South,School,1,Multi-Ring,18,No,Yes,1,Yes,43.252755,-79.88849
589040.7235,4790673.9844,483,Cootes Paradise Elementary School,Cline N and King W,School,1,Hammer Hoop,24,No,Yes,1,Yes,43.263617,-79.90289
592361.1287,4791187.5537,485,Bennetto Elementary School,47 Simcoe Street East,School,1,Multi-Ring,70,No,Yes,2,Yes,43.26784094,-79.86189946
593638.0432,4790044.2381,487,Cathy Wever Elementary School,160 Wentworth Street North,School,1,Multi-Ring,70,No,Yes,3,Yes,43.25739023,-79.84636245
589901.8159,4789434.0417,488,Earl Kitchener Home and School ,300 Dundurn Street South,School,1,Multi-Ring,14,No,Yes,1,Yes,43.25235156,-79.8924844
601810.6065,4788864.3364,492,Wild Water Works,680 Waterfront Trail,Private,1,Multi-Ring,24,Yes,Yes,5,Yes,43.24570851,-79.74591571
592010.6526,4790002.5514,493,Secure Facility - Fire Station No. 1 - Fire Station Employees only,33 John Street North,Municipal,2,Other,8,Yes,Yes,2,Yes,43.25721536,-79.86641527
581239.6037,4785525.333,494,Lion's Outdoor Pool,263 Jerseyville Road West,Municipal,1,Multi-Ring,8,No,Yes,,Yes,43.21814342,-79.99975464
587765.0578,4789993.7047,496,Subway,"1335 Main Street West, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.25764205,-79.91871367
587747.5746,4789652.3132,497,101 Broadway City Housing,101 Broadway Avenue,Municipal,1,Hammer Hoop,10,No,Yes,1,Yes,43.25457051,-79.91898341
588391.9078,4790058.0081,498,Pho Excellent,"1120 Main Street West, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.25814772,-79.91098178
588425.6941,4790281.1814,499,Macneill Baptist Church,"1145 King Street West, Hamilton",Private,1,Hammer Hoop,2,No,Yes,1,Yes,43.260153,-79.91052977
592340.8505,4791779.4274,500,Hamilton Port Authority,605 James St N,Private,1,Multi-Ring,14,No,No,2,Yes,43.273172,-79.86205
601011.8965,4785621.5882,501,The Village Restaurant,"31 King Street E, Stoney Creek",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.21662277,-79.7563456
601004.2819,4785607.0704,502,Queenston Stationary,"38 King Street E, Stoney Creek",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.21649309,-79.75644198
601013.8587,4785604.1483,503,Blow Hair Lounge,"40 King St E, Stoney Creek",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.2164655,-79.75632464
601057.4841,4785591.3006,504,Elm Grocer and Deli,"44 King St E, Stoney Creek,",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.216344,-79.75579
601102.0562,4785578.6644,505,Store,"54 King Street E, Stoney Creek",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.21622427,-79.75524367
590762.3342,4786855.4059,506,No Frills,770 Upper James St,ROW,1,Advertising Rack,4,No,Yes,8,Yes,43.229033,-79.88231
590757.7957,4786830.3536,507,TD Canada Trust,830 Upper James Street,ROW,1,Advertising Rack,4,No,Yes,8,Yes,43.228808,-79.88237
597287.8874,4774975.7337,508,Tim Hortons,"2651 Hamilton Regional Rd 56, Binbrook",ROW,1,Hammer Hoop,6,No,Yes,11,Yes,43.12126889,-79.80405708
588676.2494,4790425.2876,509,Pita Pit,"1056 King Street West, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.26142095,-79.90742009
588756.764,4790461.979,510,Bare Wax Bar,"1030 King Street West, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26174181,-79.90642233
588775.8374,4790481.2896,511,Saigon Restaurant,"1024 King Street West, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.26191342,-79.90618426
588832.5682,4790522.8735,512,Former Bean Bar,"1014 King Street West, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26228111,-79.90547869
588843.167,4790534.7218,513,Kuma's Candy,"1008 King Street West, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26238653,-79.90534621
588898.7686,4790542.4997,514,Disc Jockey Entertainers,"990 King Street W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26245,-79.90466
588926.1656,4790557.9647,515,Judy Marsales Real Estate,"986 King St W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.262586,-79.90432
588976.5172,4790590.1387,516,Westdale Village,952 King Street West,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26286972,-79.90369452
588992.537,4790599.6842,517,Former Bumblebean,"948 King St W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26295377,-79.90349563
588661.205,4790403.6953,518,King West Books,"1060 King Street West, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26122833,-79.90760889
588742.2603,4790452.9884,519,Albert Snow Salon,"1038 King Street West, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26166257,-79.90660245
588931.2376,4790542.592,520,Weil's of Westdale Bakery,"981 King St W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.262447,-79.90426
588923.9767,4790539.1646,521,Allure Fitness,"981 King St W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.262417,-79.90435
588910.2316,4790534.9858,522,Shoppers Drug Mart - king w,"991 King St W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.262381,-79.90452
598113.3255,4787535.4895,524,Mike's Computer Shop - Preliminary Required,287 Queenston Road,ROW,1,Hammer Hoop,6,No,Yes,4,Yes,43.23423546,-79.79168448
609601.435,4784847.9058,525,Winona Community Centre,255 Winona Road,Municipal,1,Multi-Ring,,No,Yes,10,Yes,43.20845951,-79.65077275
593533.6654,4789869.586,526,Big Bee Variety,440 Cannon Street East,,1,Hammer Hoop,2,No,Yes,3,Yes,43.25583083,-79.8476778
591884.7108,4791182.2412,527,Harbour front Entrance ,325 Bay Street,ROW,1,Hammer Hoop,6,No,Yes,2,Yes,43.26785137,-79.86776977
592258.914,4790712.3639,528,Butcher and the Vegan,61 Barton Street East,ROW,1,Hammer Hoop,6,No,Yes,2,Yes,43.26357538,-79.86323835
593255.9106,4790356.9266,529,Diamantinos Pizza,341 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.2602527,-79.85101652
582872.9794,4786460.2117,530,Fieldcote Memorial Park and Museum ,"64 Sulphur Springs Rd, Ancaster",,1,Multi-Ring,4,No,Yes,12,Yes,43.22638284,-79.97950675
591738.7826,4789402.6211,531,Pheasant Plucker / Hughson and Augusta,20 Augusta Street,ROW,1,Hammer Hoop,10,No,Yes,2,Yes,43.25184737,-79.86986401
592057.2598,4789836.1226,532,Mills Hardware,101 King Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.25571132,-79.86586899
586707.1629,4789729.8182,534,Fairweather Brewing,5 Offield Road,ROW,1,Hammer Hoop,10,No,Yes,1,Yes,43.2553887,-79.93178649
590105.6281,4790052.3881,535,Doctor's Office,160 Dundurn Street,ROW,1,Hammer Hoop,10,No,Yes,1,Yes,43.25789419,-79.88987294
592006.5299,4790602.6553,536,Green Bar,,,1,Hammer Hoop,2,No,Yes,2,Yes,43.26261855,-79.86636581
591070.6409,4790791.1203,537,The Village Apartments ,40 Oxford Street,ROW,1,Hammer Hoop,10,No,Yes,1,Yes,43.26442897,-79.87786377
590827.1919,4790879.5821,538,Zeefloat / Infinity Forge / Del La Sol Yoga Studios,430 York Boulevard,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26525477,-79.8808483
593031.8678,4790509.698,539,Hamilton General Hospital,,,1,Multi-Ring,20,Yes,Yes,3,Yes,43.26165578,-79.85375055
594054.0695,4784017.7968,540,Cecil B. Stirling School,340 Queen Victoria Drive ,School,1,Multi-Ring,14,Yes,Yes,6,Yes,43.20308308,-79.84226546
594170.8769,4783868.0722,541,St Kateri Tekawitha Catholic School,22 Queensbury Drive ,School,1,Multi-Ring,14,No,Yes,6,Yes,43.20172057,-79.84085346
592221.3983,4783540.9771,542,Billy Sherring Park ,1530 Upper Sherman Avenue ,Park,3,Multi-Ring,18,No,Yes,7,Yes,43.19901632,-79.86489947
591927.6689,4782989.887,543,Chappel Estates Park ,30 Wagner Drive,Park,1,Multi-Ring,12,No,Yes,7,Yes,43.19409065,-79.8686058
591124.0036,4783416.1784,545,Les Chater Family YMCA,356 Rymal Rd E,,2,Multi-Ring,12,No,Yes,7,Yes,43.19802596,-79.8784247
592046.1996,4790997.5023,546,West Harbour GO Station,,Private,1,Multi-Ring,28,Yes,Yes,2,Yes,43.26616847,-79.86581113
592051.8886,4790991.462,547,West Harbour GO Station,,,1,Multi-Ring,28,Yes,Yes,2,Yes,43.2661134,-79.86574205
593102.2925,4790561.2769,548,Hamilton General Hospital,237 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.26211144,-79.8528743
593330.4172,4790337.4655,549,"Vavo John's Bar, Cafe, & Restaurant",362 Barton Street East,ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.26006828,-79.85010202
593551.2819,4790284.7058,550,Esplanada Cafe and Sports Bar,419 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.2595659,-79.84739031
593750.6112,4790199.1502,551,Sign Aids,480 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25877089,-79.8449495
594258.0519,4790035.9639,552,Unused Storefront,619 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25723846,-79.83872678
594382.5898,4789974.5543,553,John Howard Society,654 Barton Street East,ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.25667001,-79.83720329
587578.1989,4790108.7646,555,McMaster University - Information Technology Building - South,,School,1,Multi-Ring,24,No,Yes,1,Yes,43.25869968,-79.92099713
594277.8003,4790029.3238,556,S&H Second Hand Goods,623 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25717621,-79.83848466
592362.2715,4789823.1517,557,Theatre Aquarius,190 King William Street,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25555723,-79.86211419
592112.1255,4789915.2228,558,Film Works Loft,80 King William Street,,1,Hammer Hoop,2,No,Yes,2,Yes,43.25641675,-79.86517995
591816.2398,4789879.9679,559,ScotiaBank/Gore Park,12 King Street East,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25613546,-79.86883044
591840.0676,4789873.13,560,Empty Storefront/Gore Park,,,1,Hammer Hoop,2,No,Yes,2,Yes,43.25607099,-79.86853808
591875.7255,4789861.0279,561,HSBC/Gore Park,,,1,Hammer Hoop,6,No,Yes,2,Yes,43.25595769,-79.86810088
591899.7858,4789853.1085,562,Gore Park,46 King Street East,,1,Hammer Hoop,6,No,Yes,2,Yes,43.25588346,-79.86780584
591948.1126,4789838.1405,563,Burrito Boyz/Gore Park,66 King Street East,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25574281,-79.86721307
591961.2256,4789834.6296,564,Redchurch/Gore Park,68-70 King Street East,,1,Hammer Hoop,4,No,Yes,2,Yes,43.2557096,-79.86705214
591982.4323,4789828.4076,565,Gore Park,,,1,Hammer Hoop,6,No,Yes,2,Yes,43.255651,-79.86679196
594894.9828,4789196.4583,566,Berni Morelli Rec Centre,,,1,Multi-Ring,12,No,Yes,3,Yes,43.24960062,-79.83102588
594900.9931,4789205.8571,567,Berni Morelli Rec Centre,,,1,Multi-Ring,6,No,Yes,3,Yes,43.24968448,-79.83095024
594916.572,4789225.8212,568,Berni Morelli Rec Centre,,,1,Multi-Ring,6,No,Yes,3,Yes,43.24986226,-79.83075493
594930.2934,4789247.2681,569,Berni Morelli Rec Centre,,,1,Multi-Ring,6,No,Yes,3,Yes,43.25005361,-79.83058224
594943.8754,4789264.7881,570,Berni Morelli Rec Centre,,,1,Multi-Ring,6,No,Yes,3,Yes,43.25020963,-79.83041194
594963.3911,4789283.8888,571,Berni Morelli Rec Centre,,,1,Multi-Ring,6,No,Yes,3,Yes,43.25037913,-79.83016829
594955.9357,4789145.8648,572,Jimmy Thompson Memorial Pool,,,1,Multi-Ring,9,No,Yes,3,Yes,43.24913747,-79.8302839
592036.8803,4789936.9418,573,Multi-Ring Rack decorated with leaves,28 John Street North,,1,Multi-Ring,4,No,Yes,2,Yes,43.25662148,-79.86610317
591756.4718,4790194.1844,574,York @ MacNab,,Municipal,,Fix It Station,,No,Yes,2,Yes,43.2589716,-79.8695143
584602.5751,4790835.6576,576,Shawn & Ed Brewery,65 Hatt Street Dundas,ROW,1,Hammer Hoop,10,No,Yes,13,Yes,43.26558394,-79.95754043
591903.9902,4790306.5765,577,National Bank / Blackbird Studios,121-123 James Street North,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25996549,-79.86767839
591914.6286,4790341.0011,578,White Elephant,133 James Street North,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26027411,-79.8675416
592095.7069,4790892.3363,579,LiUNA Station,360 James Street North,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.26521562,-79.86521881
591896.663,4789468.8556,580,Canadian Mental Health Association,131 John Street South,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25242444,-79.86790839
590988.4557,4789226.1265,581,Becker's,119 Herkimer Street,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.25034933,-79.87913473
591056.9172,4789998.3004,582,Doors Metal Bar,54 Hess Street South,ROW,1,Hammer Hoop,6,No,Yes,2,Yes,43.25729291,-79.87816391
591864.3902,4789786.9214,583,Union Gas Building,20 Hughson Street South,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.2552919,-79.86825286
589247.2787,4787315.3777,584,Remedy's RX Drug Store,908 Garth Street,,1,Hammer Hoop,2,No,Yes,14,Yes,43.2333549,-79.90088929
589877.6969,4789309.58,585,Dundurn Market,346 Dundurn Street South,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.2512339,-79.89280177
583274.7379,4786934.5632,586,Wilson at Old Dundas Bus Stop,"469 Wilson Street East, Ancaster",ROW,1,Multi-Ring,14,No,Yes,12,Yes,43.23060932,-79.97448869
589825.5338,4789308.8537,588,Aberdeen Tavern,432 Aberdeen Avenue,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.25123358,-79.89344437
590955.6603,4790072.1727,589,Queen and Main Bus Shelter,54 Queen Street South,ROW,1,Hammer Hoop,6,No,Yes,1,Yes,43.25797021,-79.87939898
591987.9979,4787881.5928,590,Municipal Parking lot @ 584 Upper Wellington,584 Upper Wellington Street,Municipal,1,Hammer Hoop,6,No,Yes,8,Yes,43.23812327,-79.86704833
585005.5954,4790630.5863,591,Dundas City Hall,"60 Main Street, Dundas",Municipal,1,Multi-Ring,8,No,Yes,13,Yes,43.26369229,-79.95260695
595617.6239,4788338.1114,592,Cafe Baffico,1375 King Street East,ROW,1,Hammer Hoop,4,No,Yes,3,Yes,43.2417818,-79.82227468
598496.2832,4782269.8947,594,Maplewood Park - Parks East,150 Second Road West,Park,1,Hammer Hoop,4,No,Yes,9,Yes,43.18678078,-79.78790842
590634.8509,4790373.054,595,New Life Thrift Store,471 King St. W,ROW,,Hammer Hoop,,,,1,Yes,43.26071768,-79.88330121
587880.7966,4790586.1345,596,McMaster University - Mills Library - NE Corner,,School,1,Multi-Ring,32,No,Yes,1,Yes,43.26296225,-79.91719347
587884.929,4790551.2927,597,McMaster University - Mills Library - East,,School,1,Multi-Ring,60,No,Yes,1,Yes,43.26264809,-79.91714812
587890.3789,4790529.9501,598,McMaster University - Mills Library - SE Corner,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.2624553,-79.91708439
587844.505,4790601.0039,599,McMaster University - Student Centre - Secure Bike Lockers,,Secure,1,Other,4,Yes,Yes,1,Yes,43.26310035,-79.91763818
587801.716,4790570.7987,600,McMaster University - Mills Libary - NW Courtyard,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.2628334,-79.91817012
587832.8282,4790498.2348,601,McMaster University - Divinity College - NE Corner,,School,1,Multi-Ring,16,No,Yes,1,Yes,43.26217648,-79.91779842
587897.9044,4790497.4422,602,McMaster University - LR Wilson - NW Front,,School,1,Multi-Ring,24,No,Yes,1,Yes,43.26216175,-79.91699687
587927.0501,4790496.8011,603,McMaster University - LR Wilson - North Entrance,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.26215258,-79.91663793
587907.1054,4790421.5619,604,McMaster University - Degroote Centre for Learning - North Corner,,School,1,Multi-Ring,14,No,Yes,1,Yes,43.26147752,-79.91689564
587857.9941,4790408.6031,605,McMaster University - Degroote Center for Learning - NW Corner,,School,1,Multi-Ring,50,No,Yes,1,Yes,43.26136658,-79.9175027
587921.0961,4790329.4083,606,McMaster University - Degroote Centre for Learning - South Entrance,,School,1,Multi-Ring,42,No,Yes,1,Yes,43.26064623,-79.916738
589011.5854,4790172.5482,607,Former Abby's Chicken & Seafood,"918 Main Street W, Hamilton",Municipal,1,Hammer Hoop,2,No,Yes,1,Yes,43.259106,-79.90333
589112.2439,4789801.9946,608,McMaster Automative Resource Centre,200 Longwood Road South,ROW,1,Hammer Hoop,6,No,Yes,1,Yes,43.255758,-79.90215
589083.6097,4789811.158,609,McMaster Automative Resource Centre,200 Longwood Road South,ROW,1,Multi-Ring,10,No,Yes,1,Yes,43.25584388,-79.90250122
589155.3148,4790169.4369,610,Westdale Dental Centre,"875 Main St W, Hamilton",ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.259061,-79.90156
590207.3975,4790414.7104,611,parking lot,50 Dundurn St S,ROW,1,Advertising Rack,4,No,Yes,1,Yes,43.261144,-79.88856
590272.5749,4790627.7182,612,Staircase Theatre / Elaine May Theatre,27 Dundurn St N,ROW,1,Advertising Rack,4,No,Yes,1,Yes,43.2630539,-79.88772219
590382.3352,4790506.4857,613,Curry's Artist Materials / Pizza Hut,"610 King St W, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26194929,-79.88638994
592470.7779,4792154.8289,614,Scoops Ice Cream,"47 Discovery Dr,",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.27653575,-79.8603861
592432.6339,4792250.6388,615,Former Sarcoa Restaurant and Bar,"57 Discovery Dr,",ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.277403,-79.86084
592741.3017,4790535.2456,617,Tim Hortons,"222 Barton Street East, Hamilton",ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26192159,-79.85732563
588717.7378,4788742.2943,618,Chedoke Civic Golf Course,"563 Aberdeen Ave, Hamilton",ROW,1,Multi-Ring,8,No,Yes,1,Yes,43.246264,-79.90718
591799.1097,4789885.816,619,First Ontario Credit Union/ Gore Park,1 James Street South,ROW,1,Hammer Hoop,6,No,Yes,2,Yes,43.25619019,-79.86904047
592706.9176,4788366.8339,625,Furniture and Mattress Gallery,416 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24240383,-79.85811402
592719.1645,4788363.3493,626,Store,422 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24237095,-79.85796379
592912.6255,4788312.1279,627,Tim Hortons,473 Concession St,ROW,1,Hammer Hoop,4,No,Yes,7,Yes,43.241886,-79.85559
593058.7674,4788249.2293,628,Zoetic Theatre,526 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24130171,-79.85380093
593126.3306,4788242.857,629,Lucy's Fashions,529 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.241236,-79.85297
593243.8021,4788210.8851,630,Hamilton Public Library (Concession Branch),565 Concession St,ROW,1,Hammer Hoop,6,No,Yes,7,Yes,43.24093364,-79.8515288
593187.183,4788211.5999,631,Zarky's Fine Foods,558 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24094708,-79.85222592
593159.3136,4788219.2895,632,Law Offices,550 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24101975,-79.85256781
593357.0396,4788158.7435,633,Alcatraz Mystery Studios,604 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24045021,-79.85014318
593485.1621,4788131.8256,634,Church,625 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.240192,-79.84857
593512.8875,4788123.4631,635,Church,625 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24011328,-79.84823
593639.7753,4788078.1889,636,Juravinksi Hospital,699 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.23968993,-79.84667516
593906.9525,4787986.4213,637,Bayshore Home Health Care,755 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.23883054,-79.84340073
593951.1116,4787961.3648,638,Dollar Star,776 Concession Street,ROW,1,Hammer Hoop,4,No,Yes,7,Yes,43.23859946,-79.84286122
596716.4312,4788546.301,639,Hamilton Public Library - Kenilworth Branch,103 Kenilworth Avenue North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24351595,-79.80870697
601064.2952,4785606.3216,640,Apartments,"51 King Street E, Stoney Creek",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.21647832,-79.75570341
595388.7897,4786469.5182,643,Apartments,1185 Fennell Avenue East,Private,1,Multi-Ring,10,No,Yes,6,Yes,43.22498816,-79.82541583
600166.2908,4787183.525,644,Eastgate Square,75 Centennial Parkway North,Private,1,Advertising Rack,4,No,Yes,5,Yes,43.23079703,-79.76647077
591875.5902,4789380.2594,645,Gallagher's,169 John Street South,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25162938,-79.86818272
600253.9098,4787018.3182,646,Eastgate Square,75 Centennial Parkway North,Private,1,Hammer Hoop,6,No,Yes,5,Yes,43.22929809,-79.76542203
600275.7482,4787011.8899,647,Eastgate Square,75 Centennial Parkway North,Private,1,Hammer Hoop,6,No,Yes,5,Yes,43.22923732,-79.76515433
600221.0398,4787323.6731,648,Eastgate Square,75 Centennial Parkway North,Private,1,Advertising Rack,4,No,Yes,5,Yes,43.23205146,-79.76577123
600898.8095,4785647.0494,649,Village Denture Specialist,"2 King Street East, Stoney Creek",ROW,1,Hammer Hoop,2,No,Yes,5,Yes,43.21686711,-79.75773295
592479.6732,4792113.8988,650,Pier 8,,,1,Hammer Hoop,4,No,Yes,2,Yes,43.27616617,-79.86028337
